Date,HomeTeam,AwayTeam,FTHG,FTAG,HR,AR,BbAvH,BbAvA
01/12/12,Juventus,Torino,3,0,0,1,1.34,9.31
02/12/12,Bologna,Atalanta,2,1,0,0,2.28,3.23
02/12/12,Fiorentina,Sampdoria,2,2,0,1,1.47,7.65
02/12/12,Genoa,Chievo,2,4,0,1,2.13,3.48
02/12/12,Inter,Palermo,1,0,0,0,1.44,7.28
02/12/12,Lazio,Parma,2,1,0,0,1.76,4.73
02/12/12,Napoli,Pescara,5,1,0,1,1.21,13.31
02/12/12,Siena,Roma,1,3,0,0,3.43,2.01
02/12/12,Udinese,Cagliari,4,1,0,0,1.99,3.96
08/12/12,Atalanta,Parma,2,1,0,0,2.26,3.24
08/12/12,Roma,Fiorentina,4,2,0,0,1.96,3.52
09/12/12,Cagliari,Chievo,0,2,0,0,1.88,4.35
09/12/12,Inter,Napoli,2,1,0,0,2.33,3.11
09/12/12,Palermo,Juventus,0,1,1,0,5.36,1.65
09/12/12,Pescara,Genoa,2,0,0,0,2.87,2.47
09/12/12,Siena,Catania,1,3,0,0,2.31,3.21
09/12/12,Torino,Milan,2,4,0,0,3.5,2.13
10/12/12,Bologna,Lazio,0,0,0,1,2.81,2.56
10/12/12,Sampdoria,Udinese,0,2,0,0,2.43,2.98
15/12/12,Lazio,Inter,1,0,0,0,2.44,2.91
15/12/12,Udinese,Palermo,1,1,1,0,1.81,4.52
16/12/12,Catania,Sampdoria,3,1,0,0,1.83,4.48
16/12/12,Chievo,Roma,1,0,0,0,3.63,1.95
16/12/12,Fiorentina,Siena,4,1,0,1,1.44,8.12
16/12/12,Genoa,Torino,1,1,0,0,2.42,3.02
16/12/12,Juventus,Atalanta,3,0,0,1,1.27,11.51
16/12/12,Milan,Pescara,4,1,0,0,1.2,14.22
16/12/12,Napoli,Bologna,2,3,0,0,1.37,9.09
16/12/12,Parma,Cagliari,4,1,0,0,1.99,3.9
21/12/12,Cagliari,Juventus,1,3,1,0,8.29,1.4
21/12/12,Pescara,Catania,2,1,0,0,3.15,2.32
22/12/12,Atalanta,Udinese,1,1,0,0,2.17,3.39
22/12/12,Bologna,Parma,1,2,0,0,2.27,3.18
22/12/12,Inter,Genoa,1,1,0,0,1.35,8.8
22/12/12,Palermo,Fiorentina,0,3,0,0,3.08,2.34
22/12/12,Roma,Milan,4,2,1,0,2.31,2.8
22/12/12,Sampdoria,Lazio,0,1,0,0,3.12,2.34
22/12/12,Siena,Napoli,0,2,1,0,4.1,1.91
22/12/12,Torino,Chievo,2,0,0,0,2.09,3.66
05/01/13,Catania,Torino,0,0,1,0,1.96,4.04
05/01/13,Lazio,Cagliari,2,1,0,2,1.55,6.36
06/01/13,Chievo,Atalanta,1,0,0,0,2.21,3.45
06/01/13,Fiorentina,Pescara,0,2,0,0,1.24,12.02
06/01/13,Genoa,Bologna,2,0,0,1,2.31,3.16
06/01/13,Juventus,Sampdoria,1,2,0,1,1.19,15.02
06/01/13,Milan,Siena,2,1,0,0,1.32,9.99
06/01/13,Napoli,Roma,4,1,0,1,2.06,3.23
06/01/13,Parma,Palermo,2,1,0,0,1.83,4.49
06/01/13,Udinese,Inter,3,0,0,1,2.96,2.44
12/01/13,Bologna,Chievo,4,0,0,0,2.03,3.87
12/01/13,Inter,Pescara,2,0,0,0,1.28,10.24
13/01/13,Cagliari,Genoa,2,1,0,1,2.04,3.69
13/01/13,Catania,Roma,1,0,0,0,2.96,2.22
13/01/13,Lazio,Atalanta,2,0,0,1,1.59,5.9
13/01/13,Napoli,Palermo,3,0,0,0,1.32,10.04
13/01/13,Parma,Juventus,1,1,0,0,4.83,1.75
13/01/13,Sampdoria,Milan,0,0,0,0,3.56,2.09
13/01/13,Torino,Siena,3,2,0,0,2.21,3.38
13/01/13,Udinese,Fiorentina,3,1,0,0,2.82,2.51
19/01/13,Juventus,Udinese,4,0,0,0,1.36,8.98
19/01/13,Milan,Bologna,2,1,0,0,1.42,7.83
19/01/13,Palermo,Lazio,2,2,0,0,2.88,2.48
20/01/13,Atalanta,Cagliari,1,1,1,0,2.03,3.86
20/01/13,Chievo,Parma,1,1,0,0,2.59,2.81
20/01/13,Fiorentina,Napoli,1,1,0,0,2.4,2.97
20/01/13,Genoa,Catania,0,2,0,0,2.31,3.09
20/01/13,Pescara,Torino,0,2,1,0,2.72,2.7
20/01/13,Roma,Inter,1,1,0,0,1.93,3.51
20/01/13,Siena,Sampdoria,1,0,0,0,2.37,3.09
26/01/13,Juventus,Genoa,1,1,0,0,1.19,14.01
26/01/13,Lazio,Chievo,0,1,0,0,1.56,6.42
27/01/13,Atalanta,Milan,0,1,1,0,3.45,2.12
27/01/13,Bologna,Roma,3,3,0,0,2.92,2.27
27/01/13,Cagliari,Palermo,1,1,0,1,1.95,3.87
27/01/13,Catania,Fiorentina,2,1,0,1,2.95,2.38
27/01/13,Inter,Torino,2,2,0,0,1.6,5.85
27/01/13,Parma,Napoli,1,2,0,0,2.91,2.42
27/01/13,Sampdoria,Pescara,6,0,0,0,1.62,5.61
27/01/13,Udinese,Siena,1,0,0,0,1.62,5.71
01/02/13,Roma,Cagliari,2,4,0,0,1.48,6.44
02/02/13,Napoli,Catania,2,0,0,0,1.47,6.88
02/02/13,Torino,Sampdoria,0,0,0,0,2.13,3.64
03/02/13,Chievo,Juventus,1,2,0,0,6.02,1.6
03/02/13,Fiorentina,Parma,2,0,0,0,1.73,4.93
03/02/13,Genoa,Lazio,3,2,0,0,2.92,2.48
03/02/13,Milan,Udinese,2,1,0,0,1.56,6.19
03/02/13,Palermo,Atalanta,1,2,0,0,2.19,3.47
03/02/13,Pescara,Bologna,2,3,0,0,2.97,2.45
03/02/13,Siena,Inter,3,1,0,1,3.72,2.05
09/02/13,Juventus,Fiorentina,2,0,0,0,1.66,5.34
09/02/13,Lazio,Napoli,1,1,0,0,2.88,2.49
10/02/13,Atalanta,Catania,0,0,0,0,2.23,3.33
10/02/13,Bologna,Siena,1,1,0,0,1.85,4.44
10/02/13,Cagliari,Milan,1,1,1,0,4.99,1.71
10/02/13,Inter,Chievo,3,1,0,0,1.57,6.13
10/02/13,Palermo,Pescara,1,1,0,0,1.56,6.22
10/02/13,Parma,Genoa,0,0,0,0,1.82,4.52
10/02/13,Sampdoria,Roma,3,1,0,0,3.31,2.15
10/02/13,Udinese,Torino,1,0,0,0,1.99,3.95
15/02/13,Milan,Parma,2,1,0,0,1.49,7.1
16/02/13,Chievo,Palermo,1,1,0,0,2.16,3.52
16/02/13,Roma,Juventus,1,0,0,0,3.41,2.1
17/02/13,Catania,Bologna,1,0,0,0,2,3.81
17/02/13,Fiorentina,Inter,4,1,0,0,1.98,3.8
17/02/13,Genoa,Udinese,1,0,0,0,2.38,3.01
17/02/13,Napoli,Sampdoria,0,0,0,0,1.39,8.12
17/02/13,Pescara,Cagliari,0,2,0,0,2.95,2.42
17/02/13,Torino,Atalanta,2,1,0,0,2.1,3.7
18/02/13,Siena,Lazio,3,0,0,0,3.01,2.44
23/02/13,Palermo,Genoa,0,0,1,0,2.12,3.47
24/02/13,Atalanta,Roma,2,3,1,0,2.95,2.39
24/02/13,Cagliari,Torino,4,3,0,2,2.2,3.42
24/02/13,Inter,Milan,1,1,0,0,3.07,2.31
24/02/13,Juventus,Siena,3,0,0,0,1.2,14.05
24/02/13,Parma,Catania,1,2,0,1,2.05,3.72
24/02/13,Sampdoria,Chievo,2,0,0,0,1.99,3.92
25/02/13,Lazio,Pescara,2,0,0,0,1.25,11.98
25/02/13,Udinese,Napoli,0,0,0,0,3,2.37
26/02/13,Bologna,Fiorentina,2,1,0,0,3.27,2.23
01/03/13,Napoli,Juventus,1,1,0,0,2.99,2.43
02/03/13,Milan,Lazio,3,0,0,1,1.65,5.59
03/03/13,Bologna,Cagliari,3,0,0,1,2.13,3.56
03/03/13,Catania,Inter,2,3,0,0,2.4,2.96
03/03/13,Fiorentina,Chievo,2,1,0,0,1.42,7.98
03/03/13,Pescara,Udinese,0,1,0,0,3.47,2.13
03/03/13,Roma,Genoa,3,1,0,1,1.48,6.56
03/03/13,Sampdoria,Parma,1,0,0,0,2.23,3.4
03/03/13,Siena,Atalanta,0,2,0,0,2.23,3.37
03/03/13,Torino,Palermo,0,0,0,0,2.09,3.63
08/03/13,Genoa,Milan,0,2,0,1,4.45,1.87
09/03/13,Udinese,Roma,1,1,1,0,2.81,2.48
10/03/13,Atalanta,Pescara,2,1,0,0,1.47,7.6
10/03/13,Cagliari,Sampdoria,3,1,1,0,2.26,3.28
10/03/13,Chievo,Napoli,2,0,0,0,3.77,2.03
10/03/13,Inter,Bologna,0,1,0,0,1.74,4.82
10/03/13,Juventus,Catania,1,0,0,0,1.29,10.58
10/03/13,Lazio,Fiorentina,0,2,0,0,2.5,2.87
10/03/13,Palermo,Siena,1,2,0,0,1.91,4.11
10/03/13,Parma,Torino,4,1,0,0,2.01,3.9
16/03/13,Bologna,Juventus,0,2,0,0,5.48,1.67
16/03/13,Catania,Udinese,3,1,1,0,1.92,4.08
17/03/13,Fiorentina,Genoa,3,2,0,1,1.43,7.73
17/03/13,Milan,Palermo,2,0,0,0,1.29,10.25
17/03/13,Napoli,Atalanta,3,2,0,0,1.48,6.87
17/03/13,Pescara,Chievo,0,2,0,0,2.92,2.46
17/03/13,Roma,Parma,2,0,0,0,1.51,6.43
17/03/13,Siena,Cagliari,0,0,0,0,2.3,3.24
17/03/13,Torino,Lazio,1,0,0,1,2.42,3
30/03/13,Atalanta,Sampdoria,0,0,1,0,2.22,3.41
30/03/13,Cagliari,Fiorentina,2,1,0,0,3.3,2.23
30/03/13,Chievo,Milan,0,1,1,0,4.97,1.74
30/03/13,Genoa,Siena,2,2,0,0,1.95,4.08
30/03/13,Inter,Juventus,1,2,1,0,3.33,2.19
30/03/13,Lazio,Catania,2,1,0,0,2.01,3.83
30/03/13,Palermo,Roma,2,0,0,0,3.52,2.05
30/03/13,Parma,Pescara,3,0,0,0,1.36,8.89
30/03/13,Torino,Napoli,3,5,0,0,3.27,2.27
30/03/13,Udinese,Bologna,0,0,0,0,2.03,3.79
03/04/13,Sampdoria,Inter,0,2,0,0,2.53,2.78
06/04/13,Bologna,Torino,2,2,0,0,2.11,3.75
06/04/13,Juventus,Pescara,2,1,0,1,1.13,19.69
07/04/13,Catania,Cagliari,0,0,0,0,1.94,4.06
07/04/13,Fiorentina,Milan,2,2,1,0,2.83,2.52
07/04/13,Inter,Atalanta,3,4,0,1,1.76,4.82
07/04/13,Napoli,Genoa,2,0,0,0,1.37,9.19
07/04/13,Sampdoria,Palermo,1,3,0,0,2.05,3.78
07/04/13,Siena,Parma,0,0,0,0,2.44,3.03
07/04/13,Udinese,Chievo,3,1,0,0,1.76,4.99
08/04/13,Roma,Lazio,1,1,0,1,1.94,3.89
13/04/13,Atalanta,Fiorentina,0,2,1,0,3.18,2.29
13/04/13,Pescara,Siena,2,3,0,0,3.58,2.08
14/04/13,Cagliari,Inter,2,0,0,0,2.85,2.47
14/04/13,Chievo,Catania,0,0,0,0,2.29,3.29
14/04/13,Genoa,Sampdoria,1,1,0,1,2.43,2.99
14/04/13,Milan,Napoli,1,1,1,0,2.06,3.72
14/04/13,Palermo,Bologna,1,1,0,0,1.99,3.83
14/04/13,Parma,Udinese,0,3,0,0,1.97,3.9
14/04/13,Torino,Roma,1,2,0,1,2.96,2.4
15/04/13,Lazio,Juventus,0,2,0,0,3.91,1.95
20/04/13,Genoa,Atalanta,1,1,0,0,2,3.84
20/04/13,Udinese,Lazio,1,0,0,0,2.31,3.16
21/04/13,Bologna,Sampdoria,1,1,0,0,2.2,3.8
21/04/13,Catania,Palermo,1,1,1,0,2.17,3.47
21/04/13,Fiorentina,Torino,4,3,0,1,1.47,7.23
21/04/13,Inter,Parma,1,0,0,0,2.03,3.75
21/04/13,Juventus,Milan,1,0,0,0,1.72,4.91
21/04/13,Napoli,Cagliari,3,2,0,0,1.43,7.56
21/04/13,Roma,Pescara,1,1,0,0,1.18,14.62
21/04/13,Siena,Chievo,0,1,0,0,2.15,3.61
27/04/13,Atalanta,Bologna,1,1,0,0,2.6,3.63
27/04/13,Cagliari,Udinese,0,1,1,0,3.42,2.17
27/04/13,Pescara,Napoli,0,3,0,0,8.6,1.34
28/04/13,Chievo,Genoa,0,1,0,0,2.5,2.91
28/04/13,Milan,Catania,4,2,0,0,1.35,9.15
28/04/13,Palermo,Inter,1,0,0,0,2.27,3.11
28/04/13,Parma,Lazio,0,0,0,1,2.39,3
28/04/13,Roma,Siena,4,0,0,0,1.46,6.96
28/04/13,Sampdoria,Fiorentina,0,3,1,0,3.7,2.03
28/04/13,Torino,Juventus,0,2,1,0,5.51,1.65
04/05/13,Chievo,Cagliari,0,0,0,0,2.65,4.17
04/05/13,Fiorentina,Roma,0,1,0,0,1.92,3.77
05/05/13,Catania,Siena,3,0,0,1,2.22,3.23
05/05/13,Genoa,Pescara,4,1,0,0,1.25,11.32
05/05/13,Juventus,Palermo,1,0,1,0,1.45,8.88
05/05/13,Lazio,Bologna,6,0,0,0,1.61,5.88
05/05/13,Milan,Torino,1,0,0,0,1.25,11.58
05/05/13,Napoli,Inter,3,1,0,0,1.43,7.63
05/05/13,Parma,Atalanta,2,0,0,0,2.66,4.83
05/05/13,Udinese,Sampdoria,3,1,0,0,1.55,6.5
07/05/13,Roma,Chievo,0,1,0,0,1.27,11.28
08/05/13,Atalanta,Juventus,0,1,0,0,3.66,2.06
08/05/13,Bologna,Napoli,0,3,0,0,4.85,1.68
08/05/13,Cagliari,Parma,0,1,0,0,2.65,3.45
08/05/13,Inter,Lazio,1,3,0,0,2.69,2.56
08/05/13,Palermo,Udinese,2,3,0,0,2.15,3.24
08/05/13,Pescara,Milan,0,4,0,0,15.16,1.16
08/05/13,Sampdoria,Catania,1,1,0,0,1.93,4.35
08/05/13,Siena,Fiorentina,0,1,0,0,5.43,1.62
08/05/13,Torino,Genoa,0,0,0,0,3.04,5.07
11/05/13,Catania,Pescara,1,0,0,0,1.27,10.21
11/05/13,Juventus,Cagliari,1,1,0,0,1.29,9.42
12/05/13,Chievo,Torino,1,1,0,0,3.45,3.09
12/05/13,Fiorentina,Palermo,1,0,0,0,1.39,7.48
12/05/13,Genoa,Inter,0,0,0,0,1.79,4.36
12/05/13,Lazio,Sampdoria,2,0,0,1,1.33,8.78
12/05/13,Milan,Roma,0,0,1,1,1.65,5.1
12/05/13,Napoli,Siena,2,1,0,0,1.3,9.18
12/05/13,Parma,Bologna,0,2,0,0,1.74,4.85
12/05/13,Udinese,Atalanta,2,1,0,0,1.34,8.67
18/05/13,Sampdoria,Juventus,3,2,0,0,4.54,1.8
19/05/13,Atalanta,Chievo,2,2,0,0,1.98,4.08
19/05/13,Bologna,Genoa,0,0,0,0,2.15,3.47
19/05/13,Cagliari,Lazio,1,0,0,0,5.04,1.7
19/05/13,Inter,Udinese,2,5,0,0,3.17,2.17
19/05/13,Palermo,Parma,1,3,0,0,2.29,3.28
19/05/13,Pescara,Fiorentina,1,5,0,0,14.56,1.18
19/05/13,Roma,Napoli,2,1,0,0,2.46,2.76
19/05/13,Siena,Milan,1,2,1,1,14.83,1.18
19/05/13,Torino,Catania,2,2,0,0,2.12,3.62
24/08/13,Sampdoria,Juventus,0,1,1,0,6.96,1.5
24/08/13,Verona,Milan,2,1,0,0,4.64,1.74
25/08/13,Cagliari,Atalanta,2,1,0,0,2.41,2.99
25/08/13,Inter,Genoa,2,0,0,0,1.65,5.27
25/08/13,Lazio,Udinese,2,1,0,0,1.95,3.94
25/08/13,Livorno,Roma,0,2,0,0,3.62,2
25/08/13,Napoli,Bologna,3,0,0,0,1.38,8.1
25/08/13,Parma,Chievo,0,0,0,0,1.85,4.36
25/08/13,Torino,Sassuolo,2,0,0,0,2,3.78
26/08/13,Fiorentina,Catania,2,1,0,0,1.48,6.69
31/08/13,Chievo,Napoli,2,4,0,0,4.78,1.76
31/08/13,Juventus,Lazio,4,1,0,1,1.36,9.08
01/09/13,Atalanta,Torino,2,0,0,0,2.13,3.58
01/09/13,Bologna,Sampdoria,2,2,0,0,2.25,3.28
01/09/13,Catania,Inter,0,3,0,0,2.81,2.52
01/09/13,Genoa,Fiorentina,2,5,1,0,3.88,1.96
01/09/13,Milan,Cagliari,3,1,0,0,1.39,8.28
01/09/13,Roma,Verona,3,0,0,0,1.43,7.58
01/09/13,Sassuolo,Livorno,1,4,0,0,2,3.93
01/09/13,Udinese,Parma,3,1,0,0,2.07,3.67
14/09/13,Inter,Juventus,1,1,0,0,3.45,2.13
14/09/13,Napoli,Atalanta,2,0,0,1,1.37,8.69
14/09/13,Torino,Milan,2,2,0,0,4.38,1.82
15/09/13,Fiorentina,Cagliari,1,1,1,0,1.43,7.48
15/09/13,Lazio,Chievo,3,0,0,0,1.66,5.33
15/09/13,Livorno,Catania,2,0,0,0,2.5,2.85
15/09/13,Sampdoria,Genoa,0,3,0,0,2.39,3.06
15/09/13,Udinese,Bologna,1,1,0,0,1.81,4.42
15/09/13,Verona,Sassuolo,2,0,0,0,2.16,3.4
16/09/13,Parma,Roma,1,3,0,0,2.96,2.38
21/09/13,Cagliari,Sampdoria,2,2,0,0,2.1,3.58
21/09/13,Chievo,Udinese,2,1,0,0,2.66,2.68
21/09/13,Genoa,Livorno,0,0,0,0,1.81,4.45
22/09/13,Atalanta,Fiorentina,0,2,0,0,2.92,2.43
22/09/13,Bologna,Torino,1,2,1,0,2.15,3.46
22/09/13,Catania,Parma,0,0,0,0,2.12,3.47
22/09/13,Juventus,Verona,2,1,0,0,1.16,16.06
22/09/13,Milan,Napoli,1,2,1,0,2.61,2.66
22/09/13,Roma,Lazio,2,0,0,1,2.11,3.42
22/09/13,Sassuolo,Inter,0,7,0,0,4.44,1.8
24/09/13,Udinese,Genoa,1,0,0,0,1.85,4.39
25/09/13,Bologna,Milan,3,3,0,0,3.5,2.13
25/09/13,Chievo,Juventus,1,2,0,0,7.15,1.46
25/09/13,Lazio,Catania,3,1,0,1,1.59,5.97
25/09/13,Livorno,Cagliari,1,1,0,0,2.66,2.71
25/09/13,Napoli,Sassuolo,1,1,0,0,1.15,17.63
25/09/13,Parma,Atalanta,4,3,1,0,1.89,4.27
25/09/13,Sampdoria,Roma,0,2,1,0,3.74,2.01
25/09/13,Torino,Verona,2,2,0,0,1.99,3.86
26/09/13,Inter,Fiorentina,2,1,0,0,1.99,3.77
28/09/13,Genoa,Napoli,0,2,0,0,4.67,1.78
28/09/13,Milan,Sampdoria,1,0,0,0,1.46,7.19
29/09/13,Atalanta,Udinese,2,0,0,0,2.53,2.84
29/09/13,Cagliari,Inter,1,1,0,0,3.84,1.97
29/09/13,Catania,Chievo,2,0,0,0,2.1,3.58
29/09/13,Roma,Bologna,5,0,0,0,1.35,9.15
29/09/13,Sassuolo,Lazio,2,2,0,0,4.18,1.88
29/09/13,Torino,Juventus,0,1,0,0,6.48,1.54
29/09/13,Verona,Livorno,2,1,0,0,1.97,3.94
30/09/13,Fiorentina,Parma,2,2,0,0,1.57,5.91
05/10/13,Chievo,Atalanta,0,1,0,0,2.24,3.31
05/10/13,Inter,Roma,0,3,0,1,2.3,3.05
06/10/13,Bologna,Verona,1,4,0,0,2.15,3.42
06/10/13,Catania,Genoa,1,1,0,0,2.15,3.44
06/10/13,Juventus,Milan,3,2,0,1,1.57,5.89
06/10/13,Lazio,Fiorentina,0,0,0,0,2.35,3.03
06/10/13,Napoli,Livorno,4,0,0,0,1.25,12.55
06/10/13,Parma,Sassuolo,3,1,1,1,1.6,5.78
06/10/13,Sampdoria,Torino,2,2,0,0,2.42,3.01
06/10/13,Udinese,Cagliari,2,0,0,0,1.89,4.15
18/10/13,Roma,Napoli,2,0,0,1,2.12,3.49
19/10/13,Cagliari,Catania,2,1,0,1,1.97,4.05
19/10/13,Milan,Udinese,1,0,0,0,1.69,5.16
20/10/13,Atalanta,Lazio,2,1,0,0,2.74,2.65
20/10/13,Fiorentina,Juventus,4,2,0,0,3.45,2.17
20/10/13,Genoa,Chievo,2,1,0,0,2.04,3.76
20/10/13,Livorno,Sampdoria,1,2,0,0,2.37,3.11
20/10/13,Sassuolo,Bologna,2,1,0,0,2.44,2.94
20/10/13,Torino,Inter,3,3,0,1,3.48,2.1
20/10/13,Verona,Parma,3,2,0,0,2.36,3.03
26/10/13,Inter,Verona,4,2,1,1,1.44,7.3
26/10/13,Sampdoria,Atalanta,1,0,0,1,2.36,3.13
27/10/13,Bologna,Livorno,1,0,0,0,2.05,3.73
27/10/13,Catania,Sassuolo,0,0,0,0,1.85,4.38
27/10/13,Chievo,Fiorentina,1,2,0,0,3.68,2.03
27/10/13,Juventus,Genoa,2,0,0,0,1.21,13.35
27/10/13,Lazio,Cagliari,2,0,0,0,1.83,4.41
27/10/13,Napoli,Torino,2,0,0,1,1.35,9.13
27/10/13,Parma,Milan,3,2,0,0,3.2,2.26
27/10/13,Udinese,Roma,0,1,0,1,3.29,2.21
29/10/13,Atalanta,Inter,1,1,0,0,3.72,2.03
30/10/13,Cagliari,Bologna,0,3,1,0,1.79,4.74
30/10/13,Fiorentina,Napoli,1,2,1,1,2.56,2.73
30/10/13,Genoa,Parma,1,0,0,0,2.45,2.94
30/10/13,Juventus,Catania,4,0,0,1,1.18,15.8
30/10/13,Livorno,Torino,3,3,0,0,2.74,2.65
30/10/13,Milan,Lazio,1,1,0,0,1.75,4.85
30/10/13,Sassuolo,Udinese,1,2,1,0,3,2.39
30/10/13,Verona,Sampdoria,2,0,0,0,2.09,3.55
31/10/13,Roma,Chievo,1,0,0,0,1.26,10.88
02/11/13,Milan,Fiorentina,0,2,0,0,2.04,3.64
02/11/13,Napoli,Catania,2,1,0,0,1.23,12.43
02/11/13,Parma,Juventus,0,1,0,0,4.8,1.72
03/11/13,Lazio,Genoa,0,2,0,0,1.56,6.3
03/11/13,Livorno,Atalanta,1,0,0,1,2.69,2.7
03/11/13,Sampdoria,Sassuolo,3,4,1,0,1.95,3.98
03/11/13,Torino,Roma,1,1,0,0,4.01,1.93
03/11/13,Udinese,Inter,0,3,0,0,2.75,2.58
03/11/13,Verona,Cagliari,2,1,0,0,2.11,3.51
04/11/13,Bologna,Chievo,0,0,0,0,2.06,3.67
09/11/13,Catania,Udinese,1,0,0,0,2.91,2.5
09/11/13,Inter,Livorno,2,0,0,0,1.3,9.53
10/11/13,Atalanta,Bologna,2,1,0,0,2.04,3.76
10/11/13,Cagliari,Torino,2,1,0,0,2.06,3.67
10/11/13,Chievo,Milan,0,0,1,1,3.91,1.98
10/11/13,Fiorentina,Sampdoria,2,1,0,0,1.4,8.29
10/11/13,Genoa,Verona,2,0,0,0,2.23,3.23
10/11/13,Juventus,Napoli,3,0,1,0,1.74,4.93
10/11/13,Parma,Lazio,1,1,1,0,2.29,3.13
10/11/13,Roma,Sassuolo,1,1,0,0,1.23,12.25
23/11/13,Milan,Genoa,1,1,0,1,1.46,7.29
23/11/13,Napoli,Parma,0,1,0,0,1.47,6.92
23/11/13,Verona,Chievo,0,1,0,0,2.08,3.6
24/11/13,Bologna,Inter,1,1,0,0,3.94,1.95
24/11/13,Livorno,Juventus,0,2,0,0,8.47,1.37
24/11/13,Sampdoria,Lazio,1,1,1,0,2.97,2.44
24/11/13,Sassuolo,Atalanta,2,0,1,0,2.23,3.32
24/11/13,Torino,Catania,4,1,0,0,1.79,4.78
24/11/13,Udinese,Fiorentina,1,0,0,0,2.77,2.59
25/11/13,Roma,Cagliari,0,0,0,0,1.4,8.12
30/11/13,Genoa,Torino,1,1,0,0,2.35,3.1
30/11/13,Parma,Bologna,1,1,0,1,1.8,4.68
01/12/13,Atalanta,Roma,1,1,0,0,4.11,1.91
01/12/13,Cagliari,Sassuolo,2,2,0,0,1.82,4.5
01/12/13,Catania,Milan,1,3,1,0,4.67,1.78
01/12/13,Chievo,Livorno,3,0,0,0,1.97,3.95
01/12/13,Inter,Sampdoria,1,1,0,0,1.38,8.29
01/12/13,Juventus,Udinese,1,0,0,0,1.3,10.57
02/12/13,Fiorentina,Verona,4,3,0,1,1.47,7.04
02/12/13,Lazio,Napoli,2,4,0,0,2.95,2.42
06/12/13,Bologna,Juventus,0,2,0,0,8.11,1.43
07/12/13,Livorno,Milan,2,2,0,0,5.46,1.65
07/12/13,Napoli,Udinese,3,3,0,0,1.54,6.48
08/12/13,Cagliari,Genoa,2,1,0,1,1.89,4.25
08/12/13,Inter,Parma,3,3,0,0,1.67,5.16
08/12/13,Roma,Fiorentina,2,1,1,0,1.91,4.09
08/12/13,Sampdoria,Catania,2,0,0,0,1.74,5.05
08/12/13,Sassuolo,Chievo,0,1,0,0,2.16,3.5
08/12/13,Torino,Lazio,1,0,0,0,2.42,2.98
08/12/13,Verona,Atalanta,2,1,0,1,1.99,3.93
14/12/13,Catania,Verona,0,0,0,0,2.65,2.74
15/12/13,Chievo,Sampdoria,0,1,0,0,2.25,3.38
15/12/13,Fiorentina,Bologna,3,0,0,0,1.42,8.03
15/12/13,Genoa,Atalanta,1,1,0,0,2.15,3.52
15/12/13,Juventus,Sassuolo,4,0,0,0,1.18,16.99
15/12/13,Lazio,Livorno,2,0,0,0,1.52,6.77
15/12/13,Napoli,Inter,4,2,0,1,1.91,4.02
15/12/13,Parma,Cagliari,0,0,0,0,1.83,4.41
15/12/13,Udinese,Torino,0,2,0,0,1.92,4.13
16/12/13,Milan,Roma,2,2,0,0,2.27,3.11
21/12/13,Cagliari,Napoli,1,1,0,0,3.58,2.06
21/12/13,Livorno,Udinese,1,2,0,0,3.05,2.42
22/12/13,Atalanta,Juventus,1,4,0,0,7.73,1.44
22/12/13,Bologna,Genoa,1,0,0,0,2.1,3.66
22/12/13,Inter,Milan,1,0,0,1,2.65,2.65
22/12/13,Roma,Catania,4,0,0,0,1.24,12.15
22/12/13,Sampdoria,Parma,1,1,0,0,2.5,2.95
22/12/13,Sassuolo,Fiorentina,0,1,0,0,4.2,1.87
22/12/13,Torino,Chievo,4,1,0,0,1.82,4.69
22/12/13,Verona,Lazio,4,1,0,0,2.82,2.55
05/01/14,Chievo,Cagliari,0,0,0,0,2.35,3.22
05/01/14,Fiorentina,Livorno,1,0,0,0,1.32,9.93
05/01/14,Juventus,Roma,3,0,0,2,1.66,5.29
06/01/14,Catania,Bologna,2,0,0,0,2.12,3.61
06/01/14,Genoa,Sassuolo,2,0,0,0,2.09,3.64
06/01/14,Lazio,Inter,1,0,0,0,2.48,2.89
06/01/14,Milan,Atalanta,3,0,0,0,1.45,7.57
06/01/14,Napoli,Sampdoria,2,0,0,0,1.37,8.55
06/01/14,Parma,Torino,3,1,0,0,2.05,3.74
06/01/14,Udinese,Verona,1,3,0,0,1.82,4.58
11/01/14,Bologna,Lazio,0,0,0,0,3.05,2.41
11/01/14,Livorno,Parma,0,3,0,0,3.03,2.39
12/01/14,Atalanta,Catania,2,1,0,0,1.91,4.23
12/01/14,Cagliari,Juventus,1,4,1,0,7.79,1.44
12/01/14,Roma,Genoa,4,0,0,1,1.37,9.23
12/01/14,Sassuolo,Milan,4,3,0,0,5.07,1.72
12/01/14,Torino,Fiorentina,0,0,0,0,2.89,2.5
12/01/14,Verona,Napoli,0,3,0,0,3.79,1.99
13/01/14,Inter,Chievo,1,1,0,0,1.44,7.48
13/01/14,Sampdoria,Udinese,3,0,1,2,2.45,3.02
18/01/14,Juventus,Sampdoria,4,2,0,0,1.17,16.29
18/01/14,Roma,Livorno,3,0,0,0,1.19,15.48
19/01/14,Atalanta,Cagliari,1,0,0,1,2.39,3.12
19/01/14,Bologna,Napoli,2,2,1,0,5.02,1.68
19/01/14,Catania,Fiorentina,0,3,0,0,3.71,2.02
19/01/14,Chievo,Parma,1,2,0,0,2.79,2.66
19/01/14,Genoa,Inter,1,0,0,0,3.88,1.97
