Date,HomeTeam,AwayTeam,FTHG,FTAG,HR,AR,BbAvH,BbAvA
27/08/05,Fiorentina,Sampdoria,2,1,0,0,2.21,3.32
27/08/05,Livorno,Lecce,2,1,0,0,1.92,3.95
28/08/05,Ascoli,Milan,1,1,0,0,8.97,1.34
28/08/05,Inter,Treviso,3,0,0,0,1.17,14.23
28/08/05,Juventus,Chievo,1,0,0,0,1.21,12.18
28/08/05,Lazio,Messina,1,0,0,0,1.89,4.05
28/08/05,Parma,Palermo,1,1,0,0,2.45,2.91
28/08/05,Reggina,Roma,0,3,1,0,3.76,1.97
28/08/05,Siena,Cagliari,2,1,1,0,2.18,3.35
28/08/05,Udinese,Empoli,1,0,0,0,1.55,6.16
10/09/05,Milan,Siena,3,1,0,0,1.19,13.07
10/09/05,Palermo,Inter,3,2,0,0,3.76,1.95
11/09/05,Cagliari,Lazio,1,1,1,0,2.22,3.24
11/09/05,Chievo,Parma,1,0,0,0,2.22,3.3
11/09/05,Empoli,Juventus,0,4,0,0,6.86,1.46
11/09/05,Lecce,Ascoli,0,0,0,1,1.71,4.99
11/09/05,Messina,Fiorentina,2,2,0,0,2.58,2.72
11/09/05,Roma,Udinese,0,1,0,0,1.82,4.22
11/09/05,Sampdoria,Reggina,3,2,0,1,1.49,6.84
11/09/05,Treviso,Livorno,0,1,0,0,2.49,2.85
17/09/05,Inter,Lecce,3,0,0,0,1.21,11.51
17/09/05,Parma,Empoli,1,0,0,0,1.74,4.66
18/09/05,Cagliari,Messina,1,1,0,0,2.12,3.52
18/09/05,Fiorentina,Udinese,4,2,0,0,2.21,3.28
18/09/05,Juventus,Ascoli,2,1,0,0,1.14,15.35
18/09/05,Lazio,Treviso,3,1,0,1,1.57,6.14
18/09/05,Livorno,Roma,0,0,0,0,3.16,2.21
18/09/05,Reggina,Chievo,1,3,0,1,2.3,3.18
18/09/05,Sampdoria,Milan,2,1,0,0,4.2,1.84
18/09/05,Siena,Palermo,1,2,0,0,2.72,2.59
21/09/05,Ascoli,Siena,1,1,0,0,2.37,3.01
21/09/05,Chievo,Inter,0,1,0,0,4.89,1.71
21/09/05,Empoli,Cagliari,3,1,0,0,2.32,3.09
21/09/05,Lecce,Fiorentina,1,3,1,0,3.41,2.09
21/09/05,Messina,Livorno,0,0,0,0,2.16,3.41
21/09/05,Milan,Lazio,2,0,0,0,1.36,8.37
21/09/05,Palermo,Reggina,1,0,0,0,1.43,7.58
21/09/05,Roma,Parma,4,1,0,0,1.54,5.99
21/09/05,Treviso,Sampdoria,0,2,0,0,3.61,2.02
21/09/05,Udinese,Juventus,0,1,0,0,3.74,1.97
24/09/05,Parma,Juventus,1,2,0,0,5.69,1.6
24/09/05,Reggina,Udinese,2,0,0,1,3.32,2.15
25/09/05,Cagliari,Roma,0,0,0,0,3.45,2.05
25/09/05,Empoli,Lecce,1,0,0,0,2.01,3.64
25/09/05,Inter,Fiorentina,1,0,0,0,1.57,5.78
25/09/05,Lazio,Palermo,4,2,0,0,2.4,2.9
25/09/05,Livorno,Ascoli,2,0,0,1,1.67,5.4
25/09/05,Sampdoria,Chievo,1,2,0,0,1.62,5.66
25/09/05,Siena,Messina,4,2,0,0,2.15,3.42
25/09/05,Treviso,Milan,0,2,0,0,8.81,1.34
01/10/05,Chievo,Treviso,0,0,0,0,1.55,6.53
01/10/05,Udinese,Lazio,3,0,0,0,1.91,3.98
02/10/05,Ascoli,Parma,3,1,0,1,2.49,2.82
02/10/05,Fiorentina,Livorno,3,2,0,1,1.65,5.29
02/10/05,Juventus,Inter,2,0,0,0,2.09,3.53
02/10/05,Lecce,Cagliari,3,0,0,0,2.14,3.42
02/10/05,Messina,Sampdoria,1,4,0,0,2.68,2.63
02/10/05,Milan,Reggina,2,1,0,0,1.17,13.77
02/10/05,Palermo,Empoli,2,2,0,0,1.51,6.61
02/10/05,Roma,Siena,2,3,0,1,1.48,6.77
15/10/05,Juventus,Messina,1,0,0,0,1.18,13.23
15/10/05,Siena,Udinese,2,3,0,1,2.62,2.66
16/10/05,Ascoli,Sampdoria,2,1,0,0,3.32,2.17
16/10/05,Cagliari,Milan,0,2,0,0,6.22,1.55
16/10/05,Empoli,Roma,1,0,1,0,3.3,2.14
16/10/05,Inter,Livorno,5,0,0,1,1.26,10.35
16/10/05,Lazio,Fiorentina,1,0,0,0,2.54,2.69
16/10/05,Palermo,Chievo,2,2,1,0,1.69,5.3
16/10/05,Parma,Treviso,1,1,0,0,1.65,5.79
16/10/05,Reggina,Lecce,2,0,0,1,2.16,3.35
22/10/05,Fiorentina,Parma,4,1,0,0,1.51,6.29
22/10/05,Messina,Ascoli,1,1,1,1,1.92,3.99
23/10/05,Chievo,Cagliari,2,1,0,0,1.72,4.96
23/10/05,Lecce,Juventus,0,3,0,0,6.84,1.47
23/10/05,Livorno,Reggina,1,0,1,1,1.84,4.34
23/10/05,Milan,Palermo,2,1,0,0,1.36,8.2
23/10/05,Roma,Lazio,1,1,0,0,2.35,2.97
23/10/05,Sampdoria,Siena,3,3,1,0,1.67,5.19
23/10/05,Treviso,Empoli,1,2,0,0,2.3,3.1
23/10/05,Udinese,Inter,0,1,0,0,3.36,2.11
26/10/05,Ascoli,Udinese,1,1,0,0,3.38,2.11
26/10/05,Cagliari,Livorno,1,1,0,0,2.27,3.13
26/10/05,Empoli,Milan,1,3,0,0,6.25,1.54
26/10/05,Inter,Roma,2,3,1,1,1.58,5.7
26/10/05,Juventus,Sampdoria,2,0,0,0,1.38,8.19
26/10/05,Lazio,Chievo,2,2,0,0,1.89,3.96
26/10/05,Palermo,Lecce,3,0,1,0,1.52,6.36
26/10/05,Parma,Messina,1,1,0,0,1.89,4.04
26/10/05,Reggina,Treviso,1,2,0,0,1.76,4.64
26/10/05,Siena,Fiorentina,0,2,0,0,2.83,2.39
29/10/05,Milan,Juventus,3,1,0,0,2.37,3.02
29/10/05,Sampdoria,Inter,2,2,0,0,3.16,2.19
30/10/05,Chievo,Empoli,2,2,0,0,1.82,4.45
30/10/05,Fiorentina,Cagliari,2,1,0,2,1.36,8.36
30/10/05,Lecce,Messina,0,2,0,0,2.08,3.52
30/10/05,Livorno,Parma,2,0,0,0,1.81,4.35
30/10/05,Reggina,Lazio,1,0,0,0,2.6,2.65
30/10/05,Roma,Ascoli,2,1,1,0,1.46,6.87
30/10/05,Treviso,Siena,0,1,0,0,2.53,2.75
30/10/05,Udinese,Palermo,0,0,0,0,1.99,3.71
05/11/05,Empoli,Reggina,3,0,0,0,1.93,4.13
05/11/05,Lazio,Inter,0,0,0,0,3.38,2.1
06/11/05,Ascoli,Fiorentina,0,2,0,0,3.74,1.98
06/11/05,Cagliari,Treviso,0,0,0,0,1.84,4.37
06/11/05,Juventus,Livorno,3,0,0,1,1.23,11.13
06/11/05,Messina,Roma,0,2,0,0,3.22,2.18
06/11/05,Milan,Udinese,5,1,0,0,1.35,8.2
06/11/05,Palermo,Sampdoria,0,2,0,0,2.13,3.46
06/11/05,Parma,Lecce,2,0,0,0,1.81,4.38
06/11/05,Siena,Chievo,0,1,0,1,2.27,3.19
19/11/05,Roma,Juventus,1,4,0,1,3.09,2.27
19/11/05,Udinese,Messina,1,0,0,0,1.6,5.72
20/11/05,Chievo,Ascoli,1,1,0,0,1.64,5.56
20/11/05,Fiorentina,Milan,3,1,0,0,2.99,2.32
20/11/05,Inter,Parma,2,0,0,0,1.27,9.91
20/11/05,Lecce,Siena,3,0,0,0,2.31,3.02
20/11/05,Livorno,Empoli,2,0,0,0,1.9,4.19
20/11/05,Reggina,Cagliari,3,1,1,1,1.98,3.81
20/11/05,Sampdoria,Lazio,2,0,0,0,1.86,4.21
20/11/05,Treviso,Palermo,2,2,0,0,3.35,2.13
26/11/05,Livorno,Chievo,0,0,0,0,2.17,3.42
26/11/05,Milan,Lecce,2,1,0,0,1.17,13.79
27/11/05,Ascoli,Palermo,1,1,0,0,2.83,2.5
27/11/05,Cagliari,Sampdoria,2,0,0,0,3.03,2.29
27/11/05,Empoli,Lazio,2,3,1,0,2.22,3.23
27/11/05,Juventus,Treviso,3,1,0,0,1.14,16.1
27/11/05,Messina,Inter,1,2,0,0,4.63,1.73
27/11/05,Parma,Udinese,1,2,0,0,2.6,2.66
27/11/05,Roma,Fiorentina,1,1,1,0,2.36,2.89
27/11/05,Siena,Reggina,0,0,1,0,1.94,3.93
03/12/05,Chievo,Milan,2,1,0,0,5.07,1.68
03/12/05,Inter,Ascoli,1,0,0,0,1.19,12.76
04/12/05,Fiorentina,Juventus,1,2,0,0,3.1,2.25
04/12/05,Lazio,Siena,3,2,0,0,1.74,4.65
04/12/05,Lecce,Roma,2,2,0,0,3.1,2.23
04/12/05,Palermo,Cagliari,2,2,0,0,1.61,5.68
04/12/05,Reggina,Parma,2,1,0,1,1.89,4.05
04/12/05,Sampdoria,Empoli,2,0,0,0,1.66,5.14
04/12/05,Treviso,Messina,0,0,0,1,2.38,3.01
04/12/05,Udinese,Livorno,0,2,0,0,1.87,4.21
10/12/05,Fiorentina,Treviso,1,0,0,0,1.26,10.48
10/12/05,Siena,Empoli,1,0,0,0,2.09,3.53
11/12/05,Ascoli,Reggina,1,1,0,1,2.18,3.36
11/12/05,Inter,Milan,3,2,0,0,2.63,2.7
11/12/05,Juventus,Cagliari,4,0,0,0,1.16,14.2
11/12/05,Livorno,Lazio,2,1,0,0,2.01,3.63
11/12/05,Messina,Chievo,2,0,0,1,2.52,2.81
11/12/05,Parma,Sampdoria,1,1,0,0,3.09,2.24
11/12/05,Roma,Palermo,1,2,0,0,1.86,4.13
11/12/05,Udinese,Lecce,1,2,0,0,1.63,5.31
17/12/05,Lazio,Juventus,1,1,0,0,5.01,1.68
17/12/05,Treviso,Lecce,2,1,0,1,2.38,2.9
18/12/05,Cagliari,Ascoli,2,1,0,0,1.81,4.53
18/12/05,Chievo,Udinese,2,0,0,1,2.25,3.12
18/12/05,Empoli,Fiorentina,1,1,0,0,3.66,1.99
18/12/05,Milan,Messina,4,0,0,0,1.18,13.59
18/12/05,Palermo,Livorno,0,2,1,0,1.93,3.94
18/12/05,Reggina,Inter,0,4,0,0,5.69,1.59
18/12/05,Sampdoria,Roma,1,1,0,0,2.18,3.21
18/12/05,Siena,Parma,2,2,0,0,1.95,3.86
21/12/05,Ascoli,Treviso,1,0,1,1,2.06,3.64
21/12/05,Fiorentina,Palermo,1,0,0,0,1.66,5.11
21/12/05,Inter,Empoli,4,1,0,0,1.17,13.64
21/12/05,Juventus,Siena,2,0,0,0,1.15,15.53
21/12/05,Lecce,Lazio,0,0,1,0,2.62,2.59
21/12/05,Livorno,Milan,0,3,0,0,4.31,1.79
21/12/05,Messina,Reggina,1,1,0,1,2.05,3.64
21/12/05,Parma,Cagliari,1,0,0,0,1.98,3.72
21/12/05,Roma,Chievo,4,0,0,1,1.89,4
21/12/05,Udinese,Sampdoria,2,0,0,0,2.38,2.9
07/01/06,Palermo,Juventus,1,2,0,0,5.06,1.7
07/01/06,Reggina,Fiorentina,1,1,0,0,3.74,1.99
08/01/06,Cagliari,Udinese,2,1,0,2,2.6,2.7
08/01/06,Chievo,Lecce,3,1,0,0,1.69,5.15
08/01/06,Empoli,Messina,1,3,1,0,2,3.84
08/01/06,Lazio,Ascoli,4,1,0,0,1.55,6.31
08/01/06,Milan,Parma,4,3,0,0,1.19,13.88
08/01/06,Sampdoria,Livorno,0,2,1,0,1.95,3.91
08/01/06,Siena,Inter,0,0,0,0,6.12,1.56
08/01/06,Treviso,Roma,0,1,0,0,4.04,1.91
14/01/06,Lecce,Sampdoria,0,3,0,0,2.5,2.76
14/01/06,Messina,Palermo,0,0,0,0,2.5,2.83
15/01/06,Ascoli,Empoli,3,1,0,1,2.14,3.46
15/01/06,Fiorentina,Chievo,2,1,0,0,1.75,4.66
15/01/06,Inter,Cagliari,3,2,0,0,1.16,15.22
15/01/06,Juventus,Reggina,1,0,0,0,1.14,16.56
15/01/06,Livorno,Siena,2,2,0,0,1.7,5.06
15/01/06,Parma,Lazio,1,1,0,0,2.42,2.88
15/01/06,Roma,Milan,1,0,0,0,3.72,1.97
15/01/06,Udinese,Treviso,2,2,0,0,1.59,5.74
18/01/06,Cagliari,Siena,1,0,0,0,2.01,3.82
18/01/06,Chievo,Juventus,1,1,0,0,5.87,1.61
18/01/06,Empoli,Udinese,1,1,0,0,2.52,2.76
18/01/06,Lecce,Livorno,0,0,1,0,2.74,2.51
18/01/06,Messina,Lazio,1,1,0,0,2.5,2.85
18/01/06,Milan,Ascoli,1,0,0,0,1.15,15.82
18/01/06,Palermo,Parma,4,2,0,0,1.69,5.04
18/01/06,Roma,Reggina,3,1,0,0,1.49,6.92
18/01/06,Sampdoria,Fiorentina,3,1,0,0,2.42,2.95
18/01/06,Treviso,Inter,0,1,0,0,8,1.4
21/01/06,Inter,Palermo,3,0,0,0,1.34,8.78
21/01/06,Lazio,Cagliari,1,1,2,0,1.57,5.98
22/01/06,Ascoli,Lecce,2,0,1,0,1.84,4.3
22/01/06,Fiorentina,Messina,2,0,0,0,1.44,7.5
22/01/06,Juventus,Empoli,2,1,0,0,1.13,17.54
22/01/06,Livorno,Treviso,1,1,0,2,1.53,6.63
22/01/06,Parma,Chievo,2,1,1,1,2.48,2.83
22/01/06,Reggina,Sampdoria,2,1,0,0,2.66,2.64
22/01/06,Siena,Milan,0,3,0,0,6.1,1.57
22/01/06,Udinese,Roma,1,4,1,0,2.67,2.6
28/01/06,Milan,Sampdoria,1,1,0,0,1.35,8.71
28/01/06,Palermo,Siena,1,3,0,0,1.67,5.3
29/01/06,Ascoli,Juventus,1,3,0,0,7.64,1.44
29/01/06,Chievo,Reggina,4,0,0,0,1.73,5.01
29/01/06,Empoli,Parma,1,2,0,0,2.2,3.26
29/01/06,Lecce,Inter,0,2,1,0,7.93,1.41
29/01/06,Messina,Cagliari,1,0,0,0,2.03,3.79
29/01/06,Roma,Livorno,3,0,0,0,1.64,5.39
29/01/06,Treviso,Lazio,0,1,0,0,2.78,2.54
29/01/06,Udinese,Fiorentina,0,0,0,0,3,2.33
04/02/06,Parma,Roma,0,3,0,0,3.41,2.11
04/02/06,Siena,Ascoli,1,1,0,0,1.87,4.27
05/02/06,Cagliari,Empoli,4,1,0,0,1.78,4.64
05/02/06,Fiorentina,Lecce,1,0,0,0,1.29,10.15
05/02/06,Inter,Chievo,1,0,0,0,1.33,9.05
05/02/06,Juventus,Udinese,1,0,0,1,1.22,12.21
05/02/06,Lazio,Milan,0,0,0,0,3.42,2.09
05/02/06,Livorno,Messina,2,2,0,1,1.77,4.76
05/02/06,Reggina,Palermo,2,2,0,0,2.41,2.95
05/02/06,Sampdoria,Treviso,1,1,0,0,1.43,7.68
08/02/06,Ascoli,Livorno,0,0,0,0,2.32,3.12
08/02/06,Chievo,Sampdoria,1,1,0,1,2.23,3.22
08/02/06,Fiorentina,Inter,2,1,0,0,2.91,2.4
08/02/06,Juventus,Parma,1,1,0,0,1.16,14.31
08/02/06,Lecce,Empoli,1,2,1,0,2.08,3.5
08/02/06,Messina,Siena,0,0,0,0,2.12,3.55
08/02/06,Milan,Treviso,5,0,0,0,1.17,14.37
08/02/06,Palermo,Lazio,3,1,0,1,2.07,3.62
08/02/06,Roma,Cagliari,4,3,1,1,1.42,7.46
08/02/06,Udinese,Reggina,1,2,0,0,1.72,5.11
11/02/06,Lazio,Udinese,1,1,0,0,1.9,4.17
11/02/06,Treviso,Chievo,1,2,0,0,2.85,2.47
12/02/06,Cagliari,Lecce,0,0,0,1,1.57,6.04
12/02/06,Empoli,Palermo,0,1,0,1,2.73,2.61
12/02/06,Inter,Juventus,1,2,0,0,2.46,2.94
12/02/06,Livorno,Fiorentina,2,0,0,1,2.78,2.57
12/02/06,Parma,Ascoli,0,0,0,0,1.87,4.3
12/02/06,Reggina,Milan,1,4,0,0,5.84,1.6
12/02/06,Sampdoria,Messina,4,2,0,1,1.68,5.29
12/02/06,Siena,Roma,0,2,0,0,3.87,1.96
18/02/06,Livorno,Inter,0,0,0,0,3.72,2
18/02/06,Messina,Juventus,2,2,0,1,6.48,1.56
18/02/06,Milan,Cagliari,1,0,0,0,1.21,12.59
19/02/06,Chievo,Palermo,0,0,0,0,2.17,3.42
19/02/06,Fiorentina,Lazio,1,2,0,0,1.63,5.62
19/02/06,Lecce,Reggina,0,0,0,0,2.34,3
19/02/06,Roma,Empoli,1,0,0,0,1.3,9.51
19/02/06,Sampdoria,Ascoli,1,2,1,0,1.61,5.96
19/02/06,Treviso,Parma,0,1,0,0,2.5,2.79
19/02/06,Udinese,Siena,1,2,1,0,1.85,4.27
25/02/06,Parma,Fiorentina,2,4,0,0,2.97,2.41
25/02/06,Reggina,Livorno,1,1,0,0,2.44,2.96
26/02/06,Ascoli,Messina,1,0,0,0,2.12,3.74
26/02/06,Cagliari,Chievo,2,2,1,0,2.31,3.13
26/02/06,Empoli,Treviso,1,1,0,1,1.79,4.55
26/02/06,Inter,Udinese,3,1,1,1,1.35,8.52
26/02/06,Juventus,Lecce,3,1,0,1,1.13,16.66
26/02/06,Lazio,Roma,0,2,0,0,2.63,2.72
26/02/06,Palermo,Milan,0,2,0,1,3.54,2.06
26/02/06,Siena,Sampdoria,1,0,0,1,2.44,2.94
04/03/06,Milan,Empoli,3,0,0,0,1.17,14.38
04/03/06,Sampdoria,Juventus,0,1,0,0,3.85,2
05/03/06,Chievo,Lazio,2,2,0,0,2.25,3.29
05/03/06,Fiorentina,Siena,2,1,0,0,1.49,6.67
05/03/06,Lecce,Palermo,2,0,0,0,3.1,2.29
05/03/06,Livorno,Cagliari,0,1,0,0,1.71,5.19
05/03/06,Messina,Parma,0,1,0,0,2.18,3.5
05/03/06,Roma,Inter,1,1,0,0,2.55,2.77
05/03/06,Treviso,Reggina,0,1,0,0,2.55,2.77
05/03/06,Udinese,Ascoli,1,1,0,1,1.82,4.47
11/03/06,Inter,Sampdoria,1,0,0,0,1.43,7.67
11/03/06,Siena,Treviso,1,0,0,0,1.59,6.01
12/03/06,Ascoli,Roma,3,2,0,1,3.88,1.96
12/03/06,Empoli,Chievo,2,1,0,0,2.65,2.66
12/03/06,Juventus,Milan,0,0,0,1,2.23,3.34
12/03/06,Lazio,Reggina,3,1,0,0,1.68,5.51
12/03/06,Messina,Lecce,2,1,0,0,1.82,4.48
12/03/06,Palermo,Udinese,2,0,0,0,1.89,4.25
12/03/06,Parma,Livorno,2,1,0,0,2.33,3.19
18/03/06,Livorno,Juventus,1,3,0,0,4.96,1.79
18/03/06,Treviso,Cagliari,1,2,0,1,2.98,2.34
19/03/06,Chievo,Siena,4,1,0,2,1.95,4.14
19/03/06,Fiorentina,Ascoli,3,1,0,1,1.46,7.18
19/03/06,Inter,Lazio,3,1,0,0,1.5,6.79
19/03/06,Lecce,Parma,1,2,0,0,2.41,2.86
19/03/06,Reggina,Empoli,0,2,1,0,1.88,4.32
19/03/06,Roma,Messina,2,1,0,1,1.45,7.33
19/03/06,Sampdoria,Palermo,0,2,0,0,2.03,3.81
19/03/06,Udinese,Milan,0,4,0,0,4.99,1.69
22/03/06,Cagliari,Fiorentina,0,0,0,0,3.24,2.68
26/03/06,Ascoli,Chievo,2,2,0,0,2.33,3.22
26/03/06,Cagliari,Reggina,0,2,0,0,1.88,4.41
26/03/06,Empoli,Livorno,2,1,0,0,2.45,2.95
25/03/06,Juventus,Roma,1,1,1,0,1.72,5.07
26/03/06,Lazio,Sampdoria,2,0,0,0,1.91,4.03
26/03/06,Messina,Udinese,1,1,0,0,2.28,3.2
25/03/06,Milan,Fiorentina,3,1,0,0,1.6,5.65
26/03/06,Palermo,Treviso,1,0,0,0,1.33,9.09
25/03/06,Parma,Inter,1,0,0,0,4.25,1.86
26/03/06,Siena,Lecce,1,2,1,0,1.6,5.67
01/04/06,Inter,Messina,3,0,0,0,1.29,10.1
01/04/06,Lecce,Milan,1,0,0,0,6.31,1.5
01/04/06,Treviso,Juventus,0,0,0,0,8.38,1.35
02/04/06,Chievo,Livorno,2,1,1,0,1.99,4.06
02/04/06,Fiorentina,Roma,1,1,0,0,2.25,3.17
02/04/06,Lazio,Empoli,3,3,0,0,1.59,5.89
02/04/06,Palermo,Ascoli,1,1,1,0,1.68,5.29
02/04/06,Reggina,Siena,1,1,0,0,2.44,4.28
02/04/06,Sampdoria,Cagliari,1,1,0,0,1.96,4.07
02/04/06,Udinese,Parma,2,0,0,0,1.8,4.36
08/04/06,Ascoli,Inter,1,2,0,1,4.74,1.75
08/04/06,Livorno,Udinese,0,2,0,1,2.6,3.07
09/04/06,Cagliari,Palermo,1,1,0,0,2.26,3.58
09/04/06,Empoli,Sampdoria,2,1,0,0,2.36,3.5
09/04/06,Juventus,Fiorentina,1,1,0,0,1.68,5.07
09/04/06,Messina,Treviso,3,1,0,0,1.27,9.65
09/04/06,Milan,Chievo,4,1,0,0,1.33,8.64
09/04/06,Parma,Reggina,4,0,1,1,3.12,6.46
09/04/06,Roma,Lecce,3,1,0,0,1.33,8.47
09/04/06,Siena,Lazio,2,3,0,0,2.89,3.27
14/04/06,Milan,Inter,1,0,0,0,2.36,2.98
15/04/06,Cagliari,Juventus,1,1,2,0,4.36,1.89
15/04/06,Chievo,Messina,2,0,1,0,1.86,3.98
15/04/06,Empoli,Siena,2,1,0,0,2.66,5.67
15/04/06,Lazio,Livorno,3,1,0,1,1.54,6.39
15/04/06,Lecce,Udinese,1,2,0,0,2.97,2.26
15/04/06,Palermo,Roma,3,3,0,0,2.96,2.31
15/04/06,Reggina,Ascoli,2,0,1,0,1.87,5.09
15/04/06,Sampdoria,Parma,1,2,0,0,1.98,5.44
15/04/06,Treviso,Fiorentina,1,3,0,0,9.82,1.26
22/04/06,Ascoli,Cagliari,2,2,1,2,2.65,3.97
22/04/06,Fiorentina,Empoli,2,1,0,0,1.27,9.75
22/04/06,Inter,Reggina,4,0,0,0,1.27,9.74
22/04/06,Juventus,Lazio,1,1,0,1,1.56,6.18
22/04/06,Lecce,Treviso,1,1,1,0,1.67,4.85
22/04/06,Livorno,Palermo,3,1,0,0,2.87,2.43
22/04/06,Messina,Milan,1,3,3,1,3.97,1.85
22/04/06,Parma,Siena,1,1,0,0,2.49,3.96
22/04/06,Roma,Sampdoria,0,0,1,0,1.35,8.18
22/04/06,Udinese,Chievo,1,1,0,0,2.52,4.35
30/04/06,Cagliari,Parma,3,1,0,0,1.42,7.49
30/04/06,Chievo,Roma,4,4,0,0,3.06,2.2
30/04/06,Empoli,Inter,1,0,0,0,4.59,1.78
30/04/06,Lazio,Lecce,1,0,0,1,1.19,12.45
30/04/06,Milan,Livorno,2,0,0,0,1.19,12.8
30/04/06,Palermo,Fiorentina,1,0,0,0,3.57,2.05
30/04/06,Reggina,Messina,3,0,0,1,1.95,3.69
30/04/06,Sampdoria,Udinese,1,1,0,0,3.11,4.97
30/04/06,Siena,Juventus,0,3,0,0,8.61,1.38
30/04/06,Treviso,Ascoli,2,2,0,0,4.02,2.57
07/05/06,Ascoli,Lazio,1,4,0,0,2.97,2.76
07/05/06,Fiorentina,Reggina,5,2,0,0,1.09,18.86
07/05/06,Inter,Siena,1,1,1,0,1.35,9.04
07/05/06,Juventus,Palermo,2,1,0,0,1.14,14.41
07/05/06,Lecce,Chievo,0,0,1,0,5.31,1.69
07/05/06,Livorno,Sampdoria,0,0,0,0,2.25,4.08
07/05/06,Messina,Empoli,1,2,1,0,2.3,3.34
07/05/06,Parma,Milan,2,3,0,0,9.76,1.28
07/05/06,Roma,Treviso,1,0,0,0,1.1,18.31
07/05/06,Udinese,Cagliari,2,0,0,0,1.76,5.52
14/05/06,Cagliari,Inter,2,2,0,0,2.82,2.6
14/05/06,Chievo,Fiorentina,0,2,0,0,7,1.54
14/05/06,Empoli,Ascoli,1,2,1,0,1.76,5.99
14/05/06,Lazio,Parma,1,0,0,0,1.79,5.37
14/05/06,Milan,Roma,2,1,0,1,1.63,4.73
14/05/06,Palermo,Messina,1,0,0,0,1.36,8.91
14/05/06,Reggina,Juventus,0,2,0,0,15.19,1.26
14/05/06,Sampdoria,Lecce,1,3,0,0,1.56,7.72
14/05/06,Siena,Livorno,0,0,0,0,2.34,3.95
14/05/06,Treviso,Udinese,2,1,0,1,3.95,2.31
09/09/06,Fiorentina,Inter,2,3,0,0,2.98,2.38
09/09/06,Roma,Livorno,2,0,0,0,1.45,7.61
10/09/06,Atalanta,Ascoli,3,1,0,0,1.83,4.62
10/09/06,Cagliari,Catania,0,1,1,0,1.76,5.06
10/09/06,Chievo,Siena,1,2,1,0,1.74,5.05
10/09/06,Messina,Udinese,1,0,0,0,2.83,2.5
10/09/06,Milan,Lazio,2,1,0,0,1.42,7.99
10/09/06,Palermo,Reggina,4,3,0,1,1.45,7.52
10/09/06,Sampdoria,Empoli,1,2,2,0,1.58,6.1
10/09/06,Torino,Parma,1,1,0,0,1.93,3.94
16/09/06,Inter,Sampdoria,1,1,0,0,1.26,10.53
16/09/06,Reggina,Cagliari,2,1,0,0,2.26,3.1
17/09/06,Ascoli,Messina,1,1,0,1,2.23,3.22
17/09/06,Catania,Atalanta,0,0,0,0,2.26,3.19
17/09/06,Empoli,Chievo,1,1,0,1,2.19,3.27
17/09/06,Lazio,Palermo,1,2,0,0,2.07,3.53
17/09/06,Livorno,Fiorentina,1,0,0,1,3.1,2.29
17/09/06,Parma,Milan,0,2,0,0,6.19,1.54
17/09/06,Siena,Roma,1,3,1,0,3.98,1.87
17/09/06,Udinese,Torino,2,0,0,0,2.02,3.64
20/09/06,Atalanta,Empoli,0,0,0,0,1.99,3.88
20/09/06,Cagliari,Livorno,2,2,0,0,2.21,3.36
20/09/06,Chievo,Lazio,0,1,0,0,2.42,2.93
20/09/06,Fiorentina,Parma,1,0,1,0,1.5,6.66
20/09/06,Messina,Reggina,2,0,0,0,2.01,3.79
20/09/06,Milan,Ascoli,1,0,0,0,1.15,16.29
20/09/06,Palermo,Catania,5,3,1,0,1.54,6.38
20/09/06,Roma,Inter,0,1,0,1,2.55,2.76
20/09/06,Sampdoria,Udinese,3,3,0,0,2.06,3.59
20/09/06,Torino,Siena,1,2,0,0,1.94,4.03
23/09/06,Catania,Messina,2,2,1,1,2.25,3.32
23/09/06,Livorno,Milan,0,0,0,0,5.41,1.64
24/09/06,Ascoli,Sampdoria,1,1,0,1,2.53,2.75
24/09/06,Empoli,Palermo,2,0,0,1,2.84,2.48
24/09/06,Inter,Chievo,4,3,0,0,1.23,11.19
24/09/06,Lazio,Atalanta,1,0,0,0,1.69,5.04
24/09/06,Parma,Roma,0,4,0,0,3.91,1.94
24/09/06,Reggina,Torino,1,1,0,0,2.19,3.29
24/09/06,Siena,Cagliari,0,0,1,0,1.93,3.94
24/09/06,Udinese,Fiorentina,1,0,0,0,2.36,2.98
30/09/06,Atalanta,Reggina,1,1,0,0,1.85,4.34
30/09/06,Torino,Lazio,0,4,0,0,2.52,2.86
01/10/06,Cagliari,Inter,1,1,0,0,5.7,1.62
01/10/06,Chievo,Palermo,0,1,0,0,2.74,2.62
01/10/06,Fiorentina,Catania,3,0,0,2,1.39,8.44
01/10/06,Messina,Livorno,0,1,0,0,2.2,3.41
01/10/06,Milan,Siena,0,0,0,0,1.2,13.53
01/10/06,Roma,Empoli,1,0,0,0,1.34,8.92
01/10/06,Sampdoria,Parma,3,2,0,1,1.78,4.63
01/10/06,Udinese,Ascoli,0,0,0,0,1.56,6.29
14/10/06,Sampdoria,Milan,1,1,0,0,4.54,1.79
14/10/06,Siena,Messina,3,1,1,2,2.01,3.97
15/10/06,Ascoli,Livorno,0,2,0,1,2.43,3.01
15/10/06,Empoli,Fiorentina,1,2,0,1,3.04,2.36
15/10/06,Inter,Catania,2,1,0,0,1.17,15.1
15/10/06,Lazio,Cagliari,0,0,1,2,1.6,5.86
